Date,종가,수익률,거래량,is_anomaly
2021-02-16,39054,0.004294494304009,9067683,0
2021-02-17,38633,-0.0107799457161877,18608230,0
2021-02-18,38082,-0.0142624181399322,9384794,0
2021-02-19,38413,0.0086917703902105,10326119,0
2021-02-22,38011,-0.0104652070913492,9041879,0
2021-02-23,37970,-0.0010786351319355,8209191,0
2021-02-24,37161,-0.0213062944429812,11048720,0
2021-02-25,38513,0.0363822286806059,9403392,0
2021-02-26,37447,-0.0276789655441019,10930116,0
2021-03-02,37865,0.0111624429193259,9130152,0
2021-03-03,38288,0.011171266340948,6519484,0
2021-03-04,37797,-0.0128238612620141,7194190,0
2021-03-05,37596,-0.0053178823716167,11000871,0
2021-03-08,37242,-0.0094158953080114,8806891,0
2021-03-09,37008,-0.0062832286128564,12627441,0
2021-03-10,36796,-0.0057284911370514,8690958,0
2021-03-11,37547,0.0204098271551256,6812435,0
2021-03-12,37880,0.0088688843316375,7380959,0
2021-03-15,37696,-0.004857444561774,9018160,0
2021-03-16,38011,0.0083563242784381,5918535,0
2021-03-17,37708,-0.0079713767067427,8629524,0
2021-03-18,37984,0.0073194017184681,9224964,0
2021-03-19,37581,-0.0106097304128054,9848022,0
